id,release_date,movie,production_budget,domestic_gross_x,worldwide_gross,net_profit,ROI,release_year,clean_movie,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,clean_title_x,primary_genre,title,studio,domestic_gross_y,foreign_gross,year,total_gross,clean_title_y
1,2009-12-18,Avatar,425000000.0,760507625.0,2776345279.0,2351345279.0,5.532577127058824,2009,avatar,,,,,,,,,,Unknown,,,,,,,
2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,635063875.0,1.5466728567949342,2011,pirates of the caribbean on stranger tides,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011.0,136.0,"Action,Adventure,Fantasy",6.6,447624.0,pirates of the caribbean on stranger tides,Action,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011.0,1045700000.0,pirates of the caribbean on stranger tides
3,2019-06-07,Dark Phoenix,350000000.0,42762350.0,149762350.0,-200237650.0,-0.5721075714285714,2019,dark phoenix,tt6565702,Dark Phoenix,Dark Phoenix,2019.0,113.0,"Action,Adventure,Sci-Fi",6.0,24451.0,dark phoenix,Action,,,,,,,
4,2015-05-01,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0,1072413963.0,3.2438413883847548,2015,avengers age of ultron,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015.0,141.0,"Action,Adventure,Sci-Fi",7.3,665594.0,avengers age of ultron,Action,Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015.0,1405400000.0,avengers age of ultron
5,2017-12-15,Star Wars Ep. VIII: The Last Jedi,317000000.0,620181382.0,1316721747.0,999721747.0,3.1536963627760253,2017,star wars ep. viii the last jedi,,,,,,,,,,Unknown,,,,,,,
6,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000.0,936662225.0,2053311220.0,1747311220.0,5.710167385620915,2015,star wars ep. vii the force awakens,,,,,,,,,,Unknown,,,,,,,
7,2018-04-27,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,1748134200.0,5.827114,2018,avengers infinity war,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018.0,149.0,"Action,Adventure,Sci-Fi",8.5,670926.0,avengers infinity war,Action,Avengers: Infinity War,BV,678800000.0,,2018.0,,avengers infinity war
8,2007-05-24,Pirates of the Caribbean: At Worldâs End,300000000.0,309420425.0,963420425.0,663420425.0,2.2114014166666665,2007,pirates of the caribbean at worldâs end,,,,,,,,,,Unknown,,,,,,,
9,2017-11-17,Justice League,300000000.0,229024295.0,655945209.0,355945209.0,1.18648403,2017,justice league,tt0974015,Justice League,Justice League,2017.0,120.0,"Action,Adventure,Fantasy",6.5,329135.0,justice league,Action,Justice League,WB,229000000.0,428900000.0,2017.0,657900000.0,justice league
10,2015-11-06,Spectre,300000000.0,200074175.0,879620923.0,579620923.0,1.9320697433333334,2015,spectre,tt2379713,Spectre,Spectre,2015.0,148.0,"Action,Adventure,Thriller",6.8,352504.0,spectre,Action,Spectre,Sony,200100000.0,680600000.0,2015.0,880700000.0,spectre
11,2012-07-20,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,809439099.0,2.9434149054545453,2012,the dark knight rises,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012.0,164.0,"Action,Thriller",8.4,1387769.0,the dark knight rises,Action,The Dark Knight Rises,WB,448100000.0,636800000.0,2012.0,1084900000.0,the dark knight rises
12,2018-05-25,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,118151347.0,0.4296412618181818,2018,solo a star wars story,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018.0,135.0,"Action,Adventure,Fantasy",7.0,226243.0,solo a star wars story,Action,Solo: A Star Wars Story,BV,213800000.0,179200000.0,2018.0,393000000.0,solo a star wars story
13,2013-07-02,The Lone Ranger,275000000.0,89302115.0,260002115.0,-14997885.0,-0.05453776363636364,2013,the lone ranger,tt1210819,The Lone Ranger,The Lone Ranger,2013.0,150.0,"Action,Adventure,Western",6.4,208827.0,the lone ranger,Action,The Lone Ranger,BV,89300000.0,171200000.0,2013.0,260500000.0,the lone ranger
14,2012-03-09,John Carter,275000000.0,73058679.0,282778100.0,7778100.0,0.028284,2012,john carter,tt0401729,John Carter,John Carter,2012.0,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,john carter,Action,John Carter,BV,73100000.0,211100000.0,2012.0,284200000.0,john carter
15,2010-11-24,Tangled,260000000.0,200821936.0,586477240.0,326477240.0,1.2556816923076923,2010,tangled,tt0398286,Tangled,Tangled,2010.0,100.0,"Adventure,Animation,Comedy",7.8,366366.0,tangled,Adventure,Tangled,BV,200800000.0,391000000.0,2010.0,591800000.0,tangled
16,2007-05-04,Spider-Man 3,258000000.0,336530303.0,894860230.0,636860230.0,2.468450503875969,2007,spider-man 3,,,,,,,,,,Unknown,,,,,,,
17,2016-05-06,Captain America: Civil War,250000000.0,408084349.0,1140069413.0,890069413.0,3.560277652,2016,captain america civil war,tt3498820,Captain America: Civil War,Captain America: Civil War,2016.0,147.0,"Action,Adventure,Sci-Fi",7.8,583507.0,captain america civil war,Action,Captain America: Civil War,BV,408100000.0,745200000.0,2016.0,1153300000.0,captain america civil war
18,2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0,617500281.0,2.470001124,2016,batman v superman dawn of justice,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016.0,151.0,"Action,Adventure,Fantasy",6.5,576909.0,batman v superman dawn of justice,Action,Batman v Superman: Dawn of Justice,WB,330400000.0,543300000.0,2016.0,873700000.0,batman v superman dawn of justice
19,2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,767003568.0,3.068014272,2012,the hobbit an unexpected journey,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012.0,169.0,"Adventure,Family,Fantasy",7.9,719629.0,the hobbit an unexpected journey,Adventure,The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012.0,1021100000.0,the hobbit an unexpected journey
20,2009-07-15,Harry Potter and the Half-Blood Prince,250000000.0,302089278.0,935213767.0,685213767.0,2.740855068,2009,harry potter and the half-blood prince,,,,,,,,,,Unknown,,,,,,,
21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0,710366855.0,2.84146742,2013,the hobbit the desolation of smaug,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013.0,161.0,"Adventure,Fantasy",7.8,565563.0,the hobbit the desolation of smaug,Adventure,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000.0,2013.0,958399999.0,the hobbit the desolation of smaug
22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0,695577621.0,2.782310484,2014,the hobbit the battle of the five armies,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014.0,144.0,"Adventure,Fantasy",7.4,438621.0,the hobbit the battle of the five armies,Adventure,The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000.0,2014.0,956000000.0,the hobbit the battle of the five armies
23,2017-04-14,The Fate of the Furious,250000000.0,225764765.0,1234846267.0,984846267.0,3.939385068,2017,the fate of the furious,tt4630562,The Fate of the Furious,The Fate of the Furious,2017.0,136.0,"Action,Crime,Thriller",6.7,179774.0,the fate of the furious,Action,The Fate of the Furious,Uni.,226000000.0,,2017.0,,the fate of the furious
24,2006-06-28,Superman Returns,232000000.0,200120000.0,374085065.0,142085065.0,0.612435625,2006,superman returns,,,,,,,,,,Unknown,,,,,,,
25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0,558241137.0,2.4271353782608696,2017,pirates of the caribbean dead men tell no tales,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,129.0,"Action,Adventure,Fantasy",6.6,228592.0,pirates of the caribbean dead men tell no tales,Action,Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000.0,2017.0,794900000.0,pirates of the caribbean dead men tell no tales
26,2008-11-14,Quantum of Solace,230000000.0,169368427.0,591692078.0,361692078.0,1.572574252173913,2008,quantum of solace,,,,,,,,,,Unknown,,,,,,,
27,2012-05-04,The Avengers,225000000.0,623279547.0,1517935897.0,1292935897.0,5.746381764444444,2012,the avengers,tt0848228,The Avengers,The Avengers,2012.0,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,the avengers,Action,,,,,,,
28,2006-07-07,Pirates of the Caribbean: Dead Manâs Chest,225000000.0,423315812.0,1066215812.0,841215812.0,3.7387369422222223,2006,pirates of the caribbean dead manâs chest,,,,,,,,,,Unknown,,,,,,,
29,2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0,442999518.0,1.9688867466666666,2013,man of steel,tt0770828,Man of Steel,Man of Steel,2013.0,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,man of steel,Action,Man of Steel,WB,291000000.0,377000000.0,2013.0,668000000.0,man of steel
30,2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000.0,141621490.0,417341288.0,192341288.0,0.8548501688888889,2008,the chronicles of narnia prince caspian,,,,,,,,,,Unknown,,,,,,,
31,2012-07-03,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,537890267.0,2.444955759090909,2012,the amazing spider-man,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012.0,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,the amazing spider-man,Action,The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012.0,757900000.0,the amazing spider-man
32,2012-05-18,Battleship,220000000.0,65233400.0,313477717.0,93477717.0,0.4248987136363636,2012,battleship,tt1440129,Battleship,Battleship,2012.0,131.0,"Action,Adventure,Sci-Fi",5.8,225342.0,battleship,Action,Battleship,Uni.,65400000.0,237600000.0,2012.0,303000000.0,battleship
33,2017-06-21,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,385893340.0,1.7783103225806451,2017,transformers the last knight,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017.0,154.0,"Action,Adventure,Sci-Fi",5.2,119007.0,transformers the last knight,Action,Transformers: The Last Knight,Par.,130199999.0,475300000.0,2017.0,605499999.0,transformers the last knight
34,2015-06-12,Jurassic World,215000000.0,652270625.0,1648854864.0,1433854864.0,6.669092390697674,2015,jurassic world,tt0369610,Jurassic World,Jurassic World,2015.0,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,jurassic world,Action,Jurassic World,Uni.,652300000.0,,2015.0,,jurassic world
35,2012-05-25,Men in Black 3,215000000.0,179020854.0,654213485.0,439213485.0,2.042853418604651,2012,men in black 3,tt1409024,Men in Black 3,Men in Black 3,2012.0,106.0,"Action,Adventure,Comedy",6.8,309879.0,men in black 3,Action,,,,,,,
36,2009-06-24,Transformers: Revenge of the Fallen,210000000.0,402111870.0,836519699.0,626519699.0,2.983427138095238,2009,transformers revenge of the fallen,,,,,,,,,,Unknown,,,,,,,
37,2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0,894039076.0,4.2573289333333335,2014,transformers age of extinction,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014.0,165.0,"Action,Adventure,Sci-Fi",5.7,283486.0,transformers age of extinction,Action,Transformers: Age of Extinction,Par.,245400000.0,858600000.0,2014.0,1104000000.0,transformers age of extinction
38,2006-05-26,X-Men: The Last Stand,210000000.0,234362462.0,459260946.0,249260946.0,1.1869568857142858,2006,x-men the last stand,,,,,,,,,,Unknown,,,,,,,
39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,112459006.0,0.5355190761904762,2010,robin hood,tt0955308,Robin Hood,Robin Hood,2010.0,140.0,"Action,Adventure,Drama",6.6,239480.0,robin hood,Action,Robin Hood,Uni.,105300000.0,216400000.0,2010.0,321700000.0,robin hood
40,2005-12-14,King Kong,207000000.0,218080025.0,550517357.0,343517357.0,1.6595041400966184,2005,king kong,,,,,,,,,,Unknown,,,,,,,
41,2007-12-07,The Golden Compass,205000000.0,70107728.0,367262558.0,162262558.0,0.7915246731707317,2007,the golden compass,,,,,,,,,,Unknown,,,,,,,
42,2018-02-16,Black Panther,200000000.0,700059566.0,1348258224.0,1148258224.0,5.74129112,2018,black panther,tt1825683,Black Panther,Black Panther,2018.0,134.0,"Action,Adventure,Sci-Fi",7.3,516148.0,black panther,Action,Black Panther,BV,700100000.0,646900000.0,2018.0,1347000000.0,black panther
43,1997-12-19,Titanic,200000000.0,659363944.0,2208208395.0,2008208395.0,10.041041975,1997,titanic,,,,,,,,,,Unknown,,,,,,,
44,2018-06-15,Incredibles 2,200000000.0,608581744.0,1242520711.0,1042520711.0,5.212603555,2018,incredibles 2,tt3606756,Incredibles 2,Incredibles 2,2018.0,118.0,"Action,Adventure,Animation",7.7,203510.0,incredibles 2,Action,Incredibles 2,BV,608600000.0,634200000.0,2018.0,1242800000.0,incredibles 2
45,2016-12-16,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,849102856.0,4.24551428,2016,rogue one a star wars story,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016.0,133.0,"Action,Adventure,Sci-Fi",7.8,478592.0,rogue one a star wars story,Action,Rogue One: A Star Wars Story,BV,532200000.0,523900000.0,2016.0,1056100000.0,rogue one a star wars story
46,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0,821215193.0,4.106075965,2016,finding dory,tt2277860,Finding Dory,Finding Dory,2016.0,97.0,"Adventure,Animation,Comedy",7.3,213542.0,finding dory,Adventure,Finding Dory,BV,486300000.0,542300000.0,2016.0,1028600000.0,finding dory
47,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,868879522.0,4.34439761,2010,toy story 3,tt0435761,Toy Story 3,Toy Story 3,2010.0,103.0,"Adventure,Animation,Comedy",8.3,682218.0,toy story 3,Adventure,Toy Story 3,BV,415000000.0,652000000.0,2010.0,1067000000.0,toy story 3
48,2013-05-03,Iron Man 3,200000000.0,408992272.0,1215392272.0,1015392272.0,5.07696136,2013,iron man 3,tt1300854,Iron Man 3,Iron Man Three,2013.0,130.0,"Action,Adventure,Sci-Fi",7.2,692794.0,iron man 3,Action,Iron Man 3,BV,409000000.0,805800000.0,2013.0,1214800000.0,iron man 3
49,2017-05-05,Guardians of the Galaxy Vol 2,200000000.0,389813101.0,862316233.0,662316233.0,3.311581165,2017,guardians of the galaxy vol 2,,,,,,,,,,Unknown,,,,,,,
50,2004-06-30,Spider-Man 2,200000000.0,373524485.0,795110670.0,595110670.0,2.97555335,2004,spider-man 2,,,,,,,,,,Unknown,,,,,,,
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,825491110.0,4.12745555,2010,alice in wonderland,tt1014759,Alice in Wonderland,Alice in Wonderland,2010.0,108.0,"Adventure,Family,Fantasy",6.5,358813.0,alice in wonderland,Adventure,,,,,,,
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,825491110.0,4.12745555,2010,alice in wonderland,tt2049386,Alice in Wonderland,Alice in Wonderland,2010.0,99.0,"Fantasy,Musical",6.5,6.0,alice in wonderland,Fantasy,,,,,,,
52,2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0,910526981.0,4.552634905,2012,skyfall,tt1074638,Skyfall,Skyfall,2012.0,143.0,"Action,Adventure,Thriller",7.8,592221.0,skyfall,Action,Skyfall,Sony,304400000.0,804200000.0,2012.0,1108600000.0,skyfall
53,2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0,543588329.0,2.717941645,2013,monsters university,tt1453405,Monsters University,Monsters University,2013.0,104.0,"Adventure,Animation,Comedy",7.3,291887.0,monsters university,Adventure,Monsters University,BV,268500000.0,475700000.0,2013.0,744200000.0,monsters university
54,2013-03-08,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0,290359051.0,1.451795255,2013,oz the great and powerful,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013.0,130.0,"Adventure,Family,Fantasy",6.3,192045.0,oz the great and powerful,Adventure,Oz The Great and Powerful,BV,234900000.0,258399999.0,2013.0,493299999.0,oz the great and powerful
55,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,547862775.0,2.739313875,2014,x-men days of future past,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014.0,132.0,"Action,Adventure,Sci-Fi",8.0,620079.0,x-men days of future past,Action,X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014.0,747800000.0,x-men days of future past
56,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,508996336.0,2.54498168,2014,the amazing spider-man 2,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014.0,142.0,"Action,Adventure,Sci-Fi",6.6,388363.0,the amazing spider-man 2,Action,The Amazing Spider-Man 2,Sony,202900000.0,506100000.0,2014.0,709000000.0,the amazing spider-man 2
57,2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0,360155383.0,1.800776915,2011,cars 2,tt1216475,Cars 2,Cars 2,2011.0,106.0,"Adventure,Animation,Comedy",6.2,138914.0,cars 2,Adventure,Cars 2,BV,191500000.0,370700000.0,2011.0,562200000.0,cars 2
58,2010-12-17,Tron: Legacy,200000000.0,172062763.0,400062763.0,200062763.0,1.000313815,2010,tron legacy,tt1104001,TRON: Legacy,Tron,2010.0,125.0,"Action,Adventure,Fantasy",6.8,296211.0,tron legacy,Action,Tron Legacy,BV,172100000.0,228000000.0,2010.0,400100000.0,tron legacy
59,2009-11-13,2012,200000000.0,166112167.0,757677748.0,557677748.0,2.78838874,2009,2012,,,,,,,,,,Unknown,,,,,,,
60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,452220086.0,2.26110043,2018,fantastic beasts the crimes of grindelwald,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018.0,134.0,"Adventure,Family,Fantasy",6.6,163151.0,fantastic beasts the crimes of grindelwald,Adventure,Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000.0,2018.0,653700000.0,fantastic beasts the crimes of grindelwald
61,2009-05-21,Terminator Salvation,200000000.0,125322469.0,365491792.0,165491792.0,0.82745896,2009,terminator salvation,,,,,,,,,,Unknown,,,,,,,
62,2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0,19535492.0,0.09767746,2011,green lantern,tt1133985,Green Lantern,Green Lantern,2011.0,114.0,"Action,Adventure,Sci-Fi",5.5,252281.0,green lantern,Action,Green Lantern,WB,116600000.0,103300000.0,2011.0,219900000.0,green lantern
63,2010-05-28,Prince of Persia: Sands of Time,200000000.0,90759676.0,336359676.0,136359676.0,0.68179838,2010,prince of persia sands of time,,,,,,,,,,Unknown,,,,,,,
64,2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,928790543.0,4.763028425641026,2011,transformers dark of the moon,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011.0,154.0,"Action,Adventure,Sci-Fi",6.2,366409.0,transformers dark of the moon,Action,Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011.0,1123800000.0,transformers dark of the moon
65,2017-06-09,The Mummy,195000000.0,80101125.0,409953905.0,214953905.0,1.1023277179487179,2017,the mummy,tt2345759,The Mummy,The Mummy,2017.0,110.0,"Action,Adventure,Fantasy",5.5,154345.0,the mummy,Action,,,,,,,
66,2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,2687603.0,0.013782579487179487,2013,jack the giant slayer,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013.0,114.0,"Adventure,Fantasy",6.3,123127.0,jack the giant slayer,Adventure,Jack the Giant Slayer,WB (NL),65200000.0,132500000.0,2013.0,197700000.0,jack the giant slayer
67,2015-04-03,Furious 7,190000000.0,353007020.0,1518722794.0,1328722794.0,6.9932778631578945,2015,furious 7,tt2820852,Furious 7,Furious Seven,2015.0,137.0,"Action,Crime,Thriller",7.2,335074.0,furious 7,Action,Furious 7,Uni.,353000000.0,,2015.0,,furious 7
68,2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,277381584.0,1.4599030736842105,2013,star trek into darkness,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013.0,132.0,"Action,Adventure,Sci-Fi",7.7,445535.0,star trek into darkness,Action,Star Trek Into Darkness,Par.,228800000.0,238600000.0,2013.0,467400000.0,star trek into darkness
69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,341514650.0,1.7974455263157896,2013,world war z,tt0816711,World War Z,World War Z,2013.0,116.0,"Action,Adventure,Horror",7.0,553751.0,world war z,Action,World War Z,Par.,202400000.0,337600000.0,2013.0,540000000.0,world war z
70,2013-05-10,The Great Gatsby,190000000.0,144840419.0,351040419.0,161040419.0,0.847581152631579,2013,the great gatsby,tt1343092,The Great Gatsby,The Great Gatsby,2013.0,143.0,"Drama,Romance",7.3,433165.0,the great gatsby,Drama,,,,,,,
71,2009-11-06,Disneyâs A Christmas Carol,190000000.0,137855863.0,315709697.0,125709697.0,0.6616299842105263,2009,disneyâs a christmas carol,,,,,,,,,,Unknown,,,,,,,
72,2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0,221002906.0,1.1631731894736843,2013,pacific rim,tt1663662,Pacific Rim,Pacific Rim,2013.0,131.0,"Action,Adventure,Sci-Fi",6.9,443667.0,pacific rim,Action,Pacific Rim,WB,101800000.0,309200000.0,2013.0,411000000.0,pacific rim
73,2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0,146271037.0,0.7801121973333334,2015,the good dinosaur,tt1979388,The Good Dinosaur,The Good Dinosaur,2015.0,93.0,"Adventure,Animation,Comedy",6.7,91465.0,the good dinosaur,Adventure,The Good Dinosaur,BV,123100000.0,209100000.0,2015.0,332200000.0,the good dinosaur
74,2008-05-02,Iron Man,186000000.0,318604126.0,585171547.0,399171547.0,2.1460835860215055,2008,iron man,,,,,,,,,,Unknown,,,,,,,
75,2008-07-18,The Dark Knight,185000000.0,533720947.0,1001996207.0,816996207.0,4.416195713513513,2008,the dark knight,,,,,,,,,,Unknown,,,,,,,
76,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,317101119.0,786635413.0,601635413.0,3.2520833135135137,2008,indiana jones and the kingdom of the crystal skull,,,,,,,,,,Unknown,,,,,,,
77,2012-06-22,Brave,185000000.0,237282182.0,554606532.0,369606532.0,1.997873145945946,2012,brave,tt1217209,Brave,Brave,2012.0,93.0,"Adventure,Animation,Comedy",7.1,338728.0,brave,Adventure,Brave,BV,237300000.0,303200000.0,2012.0,540500000.0,brave
78,2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0,376072059.0,2.0328219405405403,2017,kong skull island,tt3731562,Kong: Skull Island,Kong: Skull Island,2017.0,118.0,"Action,Adventure,Fantasy",6.6,237720.0,kong skull island,Action,Kong: Skull Island,WB,168100000.0,398600000.0,2017.0,566700000.0,kong skull island
79,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0,150802233.0,0.8151472054054054,2016,star trek beyond,tt2660888,Star Trek Beyond,Star Trek Beyond,2016.0,122.0,"Action,Adventure,Sci-Fi",7.1,209844.0,star trek beyond,Action,Star Trek Beyond,Par.,158800000.0,184600000.0,2016.0,343400000.0,star trek beyond
80,2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0,74357408.0,0.40193193513513514,2017,blade runner 2049,tt1856101,Blade Runner 2049,Blade Runner 2049,2017.0,164.0,"Drama,Mystery,Sci-Fi",8.0,376241.0,blade runner 2049,Drama,Blade Runner 2049,WB,92100000.0,167200000.0,2017.0,259300000.0,blade runner 2049
81,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0,437234314.0,2.4023863406593406,2019,aladdin,tt6139732,Aladdin,Aladdin,2019.0,128.0,"Adventure,Comedy,Family",7.4,57549.0,aladdin,Adventure,,,,,,,
82,2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,666980024.0,3.7054445777777776,2017,thor ragnarok,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017.0,130.0,"Action,Adventure,Comedy",7.9,482995.0,thor ragnarok,Action,Thor: Ragnarok,BV,315100000.0,538900000.0,2017.0,854000000.0,thor ragnarok
83,2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,291710957.0,720539572.0,540539572.0,3.0029976222222223,2005,"the chronicles of narnia the lion, the witch and the wardrobe",,,,,,,,,,Unknown,,,,,,,
84,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0,578536735.0,3.2140929722222222,2014,maleficent,tt1587310,Maleficent,Maleficent,2014.0,97.0,"Action,Adventure,Family",7.0,305832.0,maleficent,Action,Maleficent,BV,241400000.0,517100000.0,2014.0,758500000.0,maleficent
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,622402853.0,3.457793627777778,2016,fantastic beasts and where to find them,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016.0,132.0,"Adventure,Family,Fantasy",7.3,365353.0,fantastic beasts and where to find them,Adventure,Fantastic Beasts and Where To Find Them,WB,234000000.0,580000000.0,2016.0,814000000.0,fantastic beasts and where to find them
86,2008-06-27,WALL-E,180000000.0,223808164.0,532508025.0,352508025.0,1.9583779166666666,2008,wall-e,,,,,,,,,,Unknown,,,,,,,
87,2007-08-10,Rush Hour 3,180000000.0,140125968.0,256585882.0,76585882.0,0.4254771222222222,2007,rush hour 3,,,,,,,,,,Unknown,,,,,,,
88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,168902025.0,0.9383445833333334,2016,the legend of tarzan,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016.0,110.0,"Action,Adventure,Drama",6.3,150154.0,the legend of tarzan,Action,The Legend of Tarzan,WB,126600000.0,230100000.0,2016.0,356700000.0,the legend of tarzan
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,47784.0,0.00026546666666666665,2011,hugo,tt0970179,Hugo,Hugo,2011.0,126.0,"Adventure,Drama,Family",7.5,284869.0,hugo,Adventure,Hugo,Par.,73900000.0,111900000.0,2011.0,185800000.0,hugo
90,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,35098356.0,0.19499086666666668,2017,valerian and the city of a thousand planets,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017.0,137.0,"Action,Adventure,Fantasy",6.5,139792.0,valerian and the city of a thousand planets,Action,Valerian and the City of a Thousand Planets,STX,41200000.0,184700000.0,2017.0,225900000.0,valerian and the city of a thousand planets
91,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,2982519.0,0.016662117318435754,2015,jupiter ascending,tt1617661,Jupiter Ascending,Jupiter Ascending,2015.0,127.0,"Action,Adventure,Sci-Fi",5.3,166327.0,jupiter ascending,Action,Jupiter Ascending,WB,47400000.0,136600000.0,2015.0,184000000.0,jupiter ascending
92,2018-07-27,Mission: ImpossibleâFallout,178000000.0,220159104.0,787456552.0,609456552.0,3.423913213483146,2018,mission impossibleâfallout,,,,,,,,,,Unknown,,,,,,,
